11/28/2017,Paradox Engine,Aether Revolt,AER,8.03,0.96,15.17,6.87
11/29/2017,Paradox Engine,Aether Revolt,AER,8,0.96,15.16,6.87
11/30/2017,Paradox Engine,Aether Revolt,AER,7.96,0.93,15.17,6.87
12/1/2017,Paradox Engine,Aether Revolt,AER,7.95,0.94,15.17,6.87
12/2/2017,Paradox Engine,Aether Revolt,AER,8,0.95,15.09,6.87
12/3/2017,Paradox Engine,Aether Revolt,AER,8,0.99,15,6.87
12/4/2017,Paradox Engine,Aether Revolt,AER,8,0.99,15.13,6.87
12/5/2017,Paradox Engine,Aether Revolt,AER,8,1,14.99,6.87
12/6/2017,Paradox Engine,Aether Revolt,AER,8,1.01,15.05,6.87
12/7/2017,Paradox Engine,Aether Revolt,AER,8,1.04,14.99,6.87
12/8/2017,Paradox Engine,Aether Revolt,AER,8,0.98,14.99,6.87
12/9/2017,Paradox Engine,Aether Revolt,AER,8,0.96,15.04,6.87
12/10/2017,Paradox Engine,Aether Revolt,AER,8,0.97,14.99,6.87
12/11/2017,Paradox Engine,Aether Revolt,AER,8,1,14.99,6.87
